rank,name,networth,age,country,longitude,latitude,source,industry
665,Jason Jiang ,4.3,49,China,104.195397,35.86166,advertising,Media & Entertainment 
665,"Rupert Johnson, Jr. ",4.3,81,United States of America,-95.712891,37.09024,money management,Finance & Investments 
665,Vikram Lal & family ,4.3,80,India,78.96288,20.593684,motorcycles,Automotive 
665,Lam Wai-ying ,4.3,64,Hong Kong,114.109497,22.396428,smartphone screens,Manufacturing 
665,Chris Larsen ,4.3,61,United States of America,-95.712891,37.09024,cryptocurrency,Finance & Investments 
665,Richard Schulze ,4.3,81,United States of America,-95.712891,37.09024,Best Buy,Fashion & Retail 
665,Paul Singer ,4.3,77,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
665,Barry Sternlicht ,4.3,61,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
665,Su Hua ,4.3,40,China,104.195397,35.86166,video streaming,Media & Entertainment 
665,Mark Walter ,4.3,61,United States of America,-95.712891,37.09024,finance,Finance & Investments 
665,Ty Warner ,4.3,77,United States of America,-95.712891,37.09024,"plush toys, real estate",Real Estate 
687,Rinat Akhmetov ,4.2,55,Ukraine,31.16558,48.379433,"steel, coal",Metals & Mining 
687,Martin & Olivier Bouygues ,4.2,64,France,2.213749,46.227638,"construction, media",Construction & Engineering 
687,Bernard Broermann ,4.2,78,Germany,10.451526,51.165691,hospitals,Healthcare 
687,Mong-Koo Chung ,4.2,84,South Korea,127.766922,35.907757,Hyundai,Automotive 
687,Daniel D'Aniello ,4.2,75,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
687,Traudl Engelhorn & family ,4.2,95,Germany,10.451526,51.165691,"pharmaceuticals, medical equipment",Healthcare 
687,Piero Ferrari ,4.2,76,Italy,12.56738,41.87194,automobiles,Automotive 
687,Carlo Fidani ,4.2,67,Canada,-106.346771,56.130366,real estate,Real Estate 
687,Yakir Gabay ,4.2,55,Cyprus,33.429859,35.126413,real estate,Real Estate 
687,Jaime Gilinski Bacal ,4.2,64,Colombia,-74.297333,4.570868,banking,Finance & Investments 
687,Bertil Hult ,4.2,81,Sweden,18.643501,60.128161,education,Service 
687,Martha Ingram & family ,4.2,86,United States of America,-95.712891,37.09024,"book distribution, transportation",Media & Entertainment 
687,Lee Yin Yee ,4.2,70,China,104.195397,35.86166,glass,Manufacturing 
687,Daniel Loeb ,4.2,60,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
687,Janice McNair ,4.2,85,United States of America,-95.712891,37.09024,"energy, sports",Sports 
687,Ajay Piramal ,4.2,66,India,78.96288,20.593684,pharmaceuticals,Healthcare 
687,Lynsi Snyder ,4.2,39,United States of America,-95.712891,37.09024,In-N-Out Burger,Food & Beverage 
687,Peter Spuhler ,4.2,62,Switzerland,8.227512,46.818188,train cars,Manufacturing 
687,Kerry Stokes ,4.2,81,Australia,133.775136,-25.274398,"construction equipment, media",Diversified 
687,Jon Stryker ,4.2,63,United States of America,-95.712891,37.09024,medical equipment,Healthcare 
687,Vincent Viola ,4.2,66,United States of America,-95.712891,37.09024,electronic trading,Finance & Investments 
687,Romesh T. Wadhwani ,4.2,74,United States of America,-95.712891,37.09024,software,Technology 
709,Juan Domingo Beckmann Legorreta & family ,4.1,54,Mexico,-102.552784,23.634501,tequila,Food & Beverage 
709,Rafael Del Pino ,4.1,63,Spain,-3.74922,40.463667,construction,Construction & Engineering 
709,Sergey Dmitriev ,4.1,56,Russia,105.318756,61.52401,computer software,Technology 
709,Senapathy Gopalakrishnan ,4.1,67,India,78.96288,20.593684,software services,Technology 
709,James Irving ,4.1,94,Canada,-106.346771,56.130366,diversified,Diversified 
709,Lee Boo-jin ,4.1,51,South Korea,127.766922,35.907757,Samsung,Service 
709,Samuel Tak Lee ,4.1,82,Hong Kong,114.109497,22.396428,real estate,Real Estate 
709,Thai Lee ,4.1,63,United States of America,-95.712891,37.09024,IT provider,Technology 
709,Eric Lefkofsky ,4.1,52,United States of America,-95.712891,37.09024,"Groupon, investments",Technology 
709,Weiguo Li ,4.1,57,China,104.195397,35.86166,construction materials,Manufacturing 
709,Ermirio Pereira de Moraes & family ,4.1,89,Brazil,-51.92528,-14.235004,diversified,Diversified 
709,Maria Helena Moraes Scripilliti & family ,4.1,91,Brazil,-51.92528,-14.235004,diversified,Diversified 
709,Augusto & Giorgio Perfetti ,4.1,64,Italy,12.56738,41.87194,candy,Food & Beverage 
709,Thomas Secunda ,4.1,67,United States of America,-95.712891,37.09024,Bloomberg LP,Media & Entertainment 
709,Shaul Shani ,4.1,67,Israel,34.851612,31.046051,telecom,Telecom 
709,E. Joe Shoen ,4.1,72,United States of America,-95.712891,37.09024,U-Haul,Automotive 
709,Steven Udvar-Hazy ,4.1,76,United States of America,-95.712891,37.09024,aircraft leasing,Service 
709,Russ Weiner ,4.1,51,United States of America,-95.712891,37.09024,energy drinks,Food & Beverage 
709,Guanjiang Wu & family ,4.1,53,China,104.195397,35.86166,pharmaceuticals,Healthcare 
728,Anil Agarwal & family ,4,68,India,78.96288,20.593684,"mining, metals",Metals & Mining 
728,Somphote Ahunai ,4,54,Thailand,100.992541,15.870032,renewable energy,Energy 
728,Patrizio Bertelli ,4,76,Italy,12.56738,41.87194,luxury goods,Fashion & Retail 
728,Rakesh Gangwal ,4,68,United States of America,-95.712891,37.09024,airline,Service 
728,Paul Gauselmann & family ,4,87,Germany,10.451526,51.165691,gambling,Gambling & Casinos 
728,Hao Hong ,4,66,United States of America,-95.712891,37.09024,pharmaceuticals,Healthcare 
728,He Xiaopeng ,4,44,China,104.195397,35.86166,electric vehicles,Automotive 
728,Michael Herz ,4,78,Germany,10.451526,51.165691,coffee,Fashion & Retail 
728,Wolfgang Herz ,4,71,Germany,10.451526,51.165691,coffee,Fashion & Retail 
728,Arthur Irving ,4,92,Canada,-106.346771,56.130366,oil,Energy 
728,Victor Jacobsson ,4,40,Sweden,18.643501,60.128161,fintech,Finance & Investments 
728,Marc Ladreit de Lacharriere ,4,81,France,2.213749,46.227638,finance,Finance & Investments 
728,Patrick Lee ,4,80,Hong Kong,114.109497,22.396428,paper,Manufacturing 
728,Max Lytvyn ,4,42,Canada,-106.346771,56.130366,software,Technology 
728,Gilles Martin ,4,58,France,2.213749,46.227638,laboratory services,Healthcare 
728,Ramzi Musallam ,4,53,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
728,Georg Nemetschek & family ,4,88,Germany,10.451526,51.165691,software,Technology 
728,Akio Nitori ,4,78,Japan,138.252924,36.204824,home furnishings,Fashion & Retail 
728,Daniel Och ,4,61,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
728,Pankaj Patel ,4,69,India,78.96288,20.593684,pharmaceuticals,Healthcare 
728,John Paulson ,4,66,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
728,Miuccia Prada ,4,72,Italy,12.56738,41.87194,luxury goods,Fashion & Retail 
728,Jean (Gigi) Pritzker ,4,59,United States of America,-95.712891,37.09024,"hotels, investments",Service 
728,Juan Roig ,4,72,Spain,-3.74922,40.463667,supermarkets,Fashion & Retail 
728,David Rubenstein ,4,72,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
728,Howard Schultz ,4,68,United States of America,-95.712891,37.09024,Starbucks,Food & Beverage 
728,Alex Shevchenko ,4,42,Canada,-106.346771,56.130366,software,Technology 
728,Dan Snyder ,4,57,United States of America,-95.712891,37.09024,Washington Football Team,Sports 
728,Jerzy Starak ,4,74,Poland,19.145136,51.919438,pharmaceuticals,Healthcare 
728,Udo & Harald Tschira ,4,64,Germany,10.451526,51.165691,software,Technology 
728,Kelcy Warren ,4,66,United States of America,-95.712891,37.09024,pipelines,Energy 
728,Herbert Wertheim ,4,82,United States of America,-95.712891,37.09024,investments,Finance & Investments 
728,Cameron Winklevoss ,4,40,United States of America,-95.712891,37.09024,cryptocurrency,Finance & Investments 
728,Tyler Winklevoss ,4,40,United States of America,-95.712891,37.09024,cryptocurrency,Finance & Investments 
728,Denise York & family ,4,71,United States of America,-95.712891,37.09024,San Francisco 49ers,Sports 
728,Zhao Lixin ,4,56,China,104.195397,35.86166,electronics,Technology 
764,Hubert Burda ,3.9,82,Germany,10.451526,51.165691,publishing,Media & Entertainment 
764,Francesco Gaetano Caltagirone ,3.9,79,Italy,12.56738,41.87194,"cement, diversified",Construction & Engineering 
764,Marcos Galperin ,3.9,64,Argentina,-63.616672,-38.416097,e-commerce,Technology 
764,Li Xiang ,3.9,40,China,104.195397,35.86166,electric vehicles,Automotive 
764,"Stephen Mandel, Jr. ",3.9,66,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
764,Gabe Newell ,3.9,59,United States of America,-95.712891,37.09024,videogames,Gambling & Casinos 
764,Maja Oeri ,3.9,67,Switzerland,8.227512,46.818188,pharmaceuticals,Healthcare 
764,Paolo & Gianfelice Mario Rocca ,3.9,64,Italy,12.56738,41.87194,pipe manufacturing,Metals & Mining 
764,Neil Shen ,3.9,54,China,104.195397,35.86166,venture capital,Finance & Investments 
764,Helmut Sohmen ,3.9,82,Austria,14.550072,47.516231,shipping,Logistics 
764,Donald Sterling ,3.9,87,United States of America,-95.712891,37.09024,real estate,Real Estate 
764,Don Vultaggio & family ,3.9,70,United States of America,-95.712891,37.09024,beverages,Food & Beverage 
764,Yiling Wu ,3.9,72,China,104.195397,35.86166,pharmaceuticals,Healthcare 
764,Gongshan Zhu ,3.9,64,China,104.195397,35.86166,solar panel materials,Manufacturing 
778,Gayle Benson ,3.8,75,United States of America,-95.712891,37.09024,pro sports teams,Sports 
778,"William Conway, Jr. ",3.8,72,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
778,Gurbachan Singh Dhingra ,3.8,71,India,78.96288,20.593684,paints,Manufacturing 
778,Kuldip Singh Dhingra ,3.8,74,India,78.96288,20.593684,paints,Manufacturing 
778,Luca Garavoglia ,3.8,53,Italy,12.56738,41.87194,spirits,Food & Beverage 
778,Vinod & Anil Rai Gupta ,3.8,64,India,78.96288,20.593684,electrical equipment,Manufacturing 
778,Jimmy Haslam ,3.8,68,United States of America,-95.712891,37.09024,"gas stations, retail",Fashion & Retail 
778,Susan Carol Holland ,3.8,65,Italy,12.56738,41.87194,hearing aids,Manufacturing 
778,Timur Kulibaev ,3.8,55,Kazakhstan,66.923684,48.019573,banking,Finance & Investments 
778,Dinara Kulibaeva ,3.8,54,Kazakhstan,66.923684,48.019573,banking,Finance & Investments 
778,Michel Leclercq & family ,3.8,82,France,2.213749,46.227638,sporting goods,Fashion & Retail 
778,Pablo Legorreta ,3.8,58,United States of America,-95.712891,37.09024,investments,Finance & Investments 
778,Margarita Louis-Dreyfus & family ,3.8,59,Switzerland,8.227512,46.818188,commodities,Food & Beverage 
778,Michael Milken ,3.8,75,United States of America,-95.712891,37.09024,investments,Finance & Investments 
778,Denis O'Brien ,3.8,63,Ireland,-8.24389,53.41291,telecom,Telecom 
778,Katharina Otto-Bernstein ,3.8,58,Germany,10.451526,51.165691,real estate,Real Estate 
778,James Packer ,3.8,54,Australia,133.775136,-25.274398,casinos,Gambling & Casinos 
778,Sergio Stevanato & family ,3.8,79,Italy,12.56738,41.87194,medical packaging,Healthcare 
778,Leena Tewari ,3.8,64,India,78.96288,20.593684,pharmaceuticals,Healthcare 
778,Yitzhak Tshuva ,3.8,73,Israel,34.851612,31.046051,real estate,Real Estate 
778,Paul-Heinz Wesjohann & family ,3.8,78,Germany,10.451526,51.165691,chicken processing,Food & Beverage 
778,Zeng Fangqin ,3.8,56,China,104.195397,35.86166,smartphone components,Technology 
778,Zhou Bajin ,3.8,86,China,104.195397,35.86166,auto parts,Manufacturing 
801,William Berkley ,3.7,75,United States of America,-95.712891,37.09024,insurance,Finance & Investments 
801,John Catsimatidis ,3.7,73,United States of America,-95.712891,37.09024,"oil, real estate",Energy 
801,Che Jianxing ,3.7,55,China,104.195397,35.86166,furniture retailing,Fashion & Retail 
801,Gustavo Denegri ,3.7,85,Italy,12.56738,41.87194,biotech,Healthcare 
801,Charles Edelstenne ,3.7,84,France,2.213749,46.227638,aviation,Manufacturing 
801,Reed Hastings ,3.7,61,United States of America,-95.712891,37.09024,Netflix,Media & Entertainment 
801,"Amos Hostetter, Jr. ",3.7,85,United States of America,-95.712891,37.09024,cable television,Media & Entertainment 
801,Brad Jacobs ,3.7,65,United States of America,-95.712891,37.09024,logistics,Logistics 
801,Friedrich Knapp ,3.7,70,Germany,10.451526,51.165691,fashion retail,Fashion & Retail 
801,William Lauder ,3.7,61,United States of America,-95.712891,37.09024,Estee Lauder,Fashion & Retail 
801,Richard LeFrak & family ,3.7,76,United States of America,-95.712891,37.09024,real estate,Real Estate 
801,Li Guoqiang ,3.7,58,China,104.195397,35.86166,auto dealerships,Automotive 
801,Low Tuck Kwong ,3.7,73,Indonesia,113.921327,-0.789275,coal,Energy 
801,Akira Mori & family ,3.7,85,Japan,138.252924,36.204824,real estate,Real Estate 
801,Anthony Pritzker ,3.7,61,United States of America,-95.712891,37.09024,"hotels, investments",Service 
801,Ira Rennert ,3.7,87,United States of America,-95.712891,37.09024,investments,Finance & Investments 
801,"Bernard Saul, II. ",3.7,89,United States of America,-95.712891,37.09024,"banking, real estate",Finance & Investments 
801,Shi Yonghong & family ,3.7,53,China,104.195397,35.86166,restaurants,Food & Beverage 
801,Song Chi-hyung ,3.7,43,South Korea,127.766922,35.907757,cryptocurrency,Finance & Investments 
801,Steven Spielberg ,3.7,75,United States of America,-95.712891,37.09024,movies,Media & Entertainment 
801,Wong Luen Hei ,3.7,60,China,104.195397,35.86166,building materials,Manufacturing 
822,Danielle Bellon & family ,3.6,82,France,2.213749,46.227638,food services,Service 
822,Byju Raveendran and Divya Gokulnath ,3.6,40,India,78.96288,20.593684,education technology,Technology 
822,Cho Tak Wong ,3.6,75,Hong Kong,114.109497,22.396428,auto parts,Manufacturing 
822,Charles Cohen ,3.6,70,United States of America,-95.712891,37.09024,real estate,Real Estate 
822,Kenneth Dart ,3.6,66,Belize,-88.49765,17.189877,investments,Finance & Investments 
822,Martin Ebner ,3.6,76,Switzerland,8.227512,46.818188,investments,Finance & Investments 
822,David Filo ,3.6,55,United States of America,-95.712891,37.09024,Yahoo,Technology 
822,Miguel Fluxa Rossello ,3.6,83,Spain,-3.74922,40.463667,hotels,Service 
822,John Henry ,3.6,72,United States of America,-95.712891,37.09024,sports,Sports 
822,Hu Kaijun ,3.6,60,China,104.195397,35.86166,pharmaceuticals,Healthcare 
822,Peter Kellogg ,3.6,79,United States of America,-95.712891,37.09024,investments,Finance & Investments 
822,James Leprino ,3.6,84,United States of America,-95.712891,37.09024,cheese,Food & Beverage 
822,Iskander Makhmudov ,3.6,58,Russia,105.318756,61.52401,"mining, metals, machinery",Metals & Mining 
822,Daniel Mate ,3.6,58,Spain,-3.74922,40.463667,"mining, commodities",Metals & Mining 
822,Aristotelis Mistakidis ,3.6,60,Greece,21.824312,39.074208,"mining, commodities",Metals & Mining 
822,Arturo Moreno ,3.6,75,United States of America,-95.712891,37.09024,"billboards, Los Angeles Angels",Sports 
822,Nan Cunhui ,3.6,58,China,104.195397,35.86166,power equipment,Manufacturing 
822,Julio Ponce Lerou ,3.6,76,Chile,-71.542969,-35.675147,fertilizer,Metals & Mining 
822,J.B. Pritzker ,3.6,57,United States of America,-95.712891,37.09024,"hotels, investments",Finance & Investments 
822,Chandru Raheja ,3.6,81,India,78.96288,20.593684,real estate,Real Estate 
822,Rodger Riney & family ,3.6,76,United States of America,-95.712891,37.09024,discount brokerage,Finance & Investments 
822,Shi Yuzhu ,3.6,59,China,104.195397,35.86166,"online games, investments",Diversified 
822,Zuowen Song ,3.6,75,China,104.195397,35.86166,"aluminum, diversified",Diversified 
822,Jerry Speyer ,3.6,81,United States of America,-95.712891,37.09024,real estate,Real Estate 
822,Julia Thiele-Schuerhoff ,3.6,50,Germany,10.451526,51.165691,"brakes, investments",Manufacturing 
822,Tung Chee Chen ,3.6,79,Hong Kong,114.109497,22.396428,shipping,Logistics 
822,Roger Wang ,3.6,73,United States of America,-95.712891,37.09024,retail,Fashion & Retail 
822,Wu Shaoxun ,3.6,66,China,104.195397,35.86166,wine,Food & Beverage 
822,Wenzhong Zhang ,3.6,60,China,104.195397,35.86166,supermarkets,Fashion & Retail 
851,Chen Kaixuan ,3.5,63,China,104.195397,35.86166,household chemicals,Manufacturing 
851,Beatriz Davila de Santo Domingo ,3.5,83,Colombia,-74.297333,4.570868,beer,Food & Beverage 
851,Antonio Del Valle Ruiz & family ,3.5,83,Mexico,-102.552784,23.634501,chemicals,Manufacturing 
851,Carl Douglas ,3.5,60,Sweden,18.643501,60.128161,investments,Diversified 
851,Eric Douglas ,3.5,53,Sweden,18.643501,60.128161,investments,Diversified 
851,Jiangtao Du & family ,3.5,52,China,104.195397,35.86166,chemicals,Manufacturing 
851,Juan Carlos Escotet ,3.5,62,Venezuela,-66.58973,6.42375,banking,Finance & Investments 
851,Fiona Geminder ,3.5,57,Australia,133.775136,-25.274398,manufacturing,Manufacturing 
851,Yuhua Gu & family ,3.5,72,China,104.195397,35.86166,furniture,Manufacturing 
851,James Irsay ,3.5,62,United States of America,-95.712891,37.09024,Indianapolis Colts,Sports 
851,Kuok Khoon Hong ,3.5,72,Singapore,103.819836,1.352083,palm oil,Manufacturing 
851,Aerin Lauder ,3.5,51,United States of America,-95.712891,37.09024,cosmetics,Fashion & Retail 
851,Lee Seo-hyun ,3.5,48,South Korea,127.766922,35.907757,Samsung,Diversified 
851,Li Yongxin & family ,3.5,46,China,104.195397,35.86166,education,Service 
851,Jeffrey Lurie ,3.5,70,United States of America,-95.712891,37.09024,Philadelphia Eagles,Sports 
851,Mary Alice Dorrance Malone ,3.5,72,United States of America,-95.712891,37.09024,Campbell Soup,Food & Beverage 
851,Ronald McAulay ,3.5,86,Hong Kong,114.109497,22.396428,energy,Energy 
851,Apoorva Mehta ,3.5,35,Canada,-106.346771,56.130366,grocery delivery service,Technology 
851,Arnon Milchan ,3.5,77,Israel,34.851612,31.046051,movie making,Media & Entertainment 
851,Masahiro Noda ,3.5,83,Japan,138.252924,36.204824,software,Technology 
851,Maren Otto ,3.5,64,Germany,10.451526,51.165691,"retail, real estate",Diversified 
851,Renzo Rosso & family ,3.5,66,Italy,12.56738,41.87194,fashion,Fashion & Retail 
851,Lynn Schusterman ,3.5,83,United States of America,-95.712891,37.09024,"oil & gas, investments",Energy 
851,Gil Shwed ,3.5,53,Israel,34.851612,31.046051,software,Technology 
851,Thomas Siebel ,3.5,69,United States of America,-95.712891,37.09024,business software,Technology 
851,Herb Simon ,3.5,87,United States of America,-95.712891,37.09024,real estate,Real Estate 
851,Friede Springer ,3.5,79,Germany,10.451526,51.165691,publishing,Media & Entertainment 
851,Wang Zhenhua ,3.5,60,China,104.195397,35.86166,real estate,Real Estate 
851,Hans Peter Wild ,3.5,80,Switzerland,8.227512,46.818188,flavorings,Food & Beverage 
851,"William Wrigley, Jr. ",3.5,58,United States of America,-95.712891,37.09024,chewing gum,Food & Beverage 
851,Xia Zuoquan ,3.5,60,China,104.195397,35.86166,"automobiles, batteries",Automotive 
851,Xue Hua ,3.5,52,China,104.195397,35.86166,agribusiness,Manufacturing 
883,Mohed Altrad ,3.4,74,France,2.213749,46.227638,"scaffolding, cement mixers",Construction & Engineering 
883,Sid Bass ,3.4,79,United States of America,-95.712891,37.09024,"oil, investments",Energy 
883,Nick Caporella ,3.4,86,United States of America,-95.712891,37.09024,beverages,Food & Beverage 
883,Cheng Yixiao ,3.4,38,China,104.195397,35.86166,video streaming app,Media & Entertainment 
883,Wesley Edens ,3.4,60,United States of America,-95.712891,37.09024,investments,Finance & Investments 
883,Behdad Eghbali ,3.4,45,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
883,Archie Aldis Emmerson & family ,3.4,92,United States of America,-95.712891,37.09024,"timberland, lumber mills",Manufacturing 
883,Jose E. Feliciano ,3.4,48,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
883,Fu Liquan & family ,3.4,54,China,104.195397,35.86166,surveillance equipment,Technology 
883,David Gottesman ,3.4,95,United States of America,-95.712891,37.09024,investments,Finance & Investments 
883,Laurence Graff & family ,3.4,83,United Kingdom,-3.435973,55.378051,diamond jewelry,Fashion & Retail 
883,Jeff T. Green ,3.4,45,United States of America,-95.712891,37.09024,digital advertising,Media & Entertainment 
883,Jim Kavanaugh ,3.4,59,United States of America,-95.712891,37.09024,IT provider,Technology 
883,Steven Klinsky ,3.4,65,United States of America,-95.712891,37.09024,investments,Finance & Investments 
883,John Middleton ,3.4,67,United States of America,-95.712891,37.09024,tobacco,Food & Beverage 
883,Jerry Ng ,3.4,56,Indonesia,113.921327,-0.789275,banking,Finance & Investments 
883,Tengyun Nie & family ,3.4,46,China,104.195397,35.86166,logistics,Service 
883,Nandan Nilekani ,3.4,66,India,78.96288,20.593684,software services,Technology 
883,Bob Parsons ,3.4,71,United States of America,-95.712891,37.09024,web hosting,Technology 
883,Prasert Prasarttong-Osoth ,3.4,89,Thailand,100.992541,15.870032,hospitals,Healthcare 
883,Qiu Guanghe & family ,3.4,70,China,104.195397,35.86166,fashion retail,Fashion & Retail 
883,Richard Sands ,3.4,71,United States of America,-95.712891,37.09024,liquor,Food & Beverage 
883,Robert Sands ,3.4,63,United States of America,-95.712891,37.09024,liquor,Food & Beverage 
883,T. Denny Sanford ,3.4,86,United States of America,-95.712891,37.09024,"banking, credit cards",Finance & Investments 
883,Naguib Sawiris ,3.4,67,Egypt,30.802498,26.820553,telecom,Telecom 
883,Pavel Tykac ,3.4,57,Czechia,#N/A,#N/A,coal mines,Metals & Mining 
883,Todd Wanek ,3.4,58,United States of America,-95.712891,37.09024,furniture,Manufacturing 
883,Meg Whitman ,3.4,65,United States of America,-95.712891,37.09024,eBay,Technology 
883,Michael Xie ,3.4,53,United States of America,-95.712891,37.09024,cybersecurity,Technology 
883,Chenghai Ye & family ,3.4,78,Hong Kong,114.109497,22.396428,pharmaceuticals,Healthcare 
913,An Kang ,3.3,73,China,104.195397,35.86166,pharmaceuticals,Healthcare 
913,John Arnold ,3.3,48,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
913,Arun Bharat Ram ,3.3,81,India,78.96288,20.593684,chemicals,Manufacturing 
913,Tomasz Biernacki ,3.3,49,Poland,19.145136,51.919438,supermarkets,Fashion & Retail 
913,Travis Boersma ,3.3,51,United States of America,-95.712891,37.09024,coffee,Food & Beverage 
913,Chan Tan Ching-fen ,3.3,64,Hong Kong,114.109497,22.396428,real estate,Real Estate 
913,Dongsheng Chen ,3.3,64,China,104.195397,35.86166,insurance,Finance & Investments 
913,Jean Coutu & family ,3.3,94,Canada,-106.346771,56.130366,drugstores,Fashion & Retail 
913,Ralph Dommermuth ,3.3,58,Germany,10.451526,51.165691,internet service provider,Technology 
913,Walter Faria ,3.3,67,Brazil,-51.92528,-14.235004,beer,Food & Beverage 
913,Bob Gaglardi ,3.3,81,Canada,-106.346771,56.130366,hotels,Real Estate 
913,John Gandel ,3.3,87,Australia,133.775136,-25.274398,shopping malls,Real Estate 
913,Xuande Hua & family ,3.3,78,China,104.195397,35.86166,pharmaceuticals,Healthcare 
913,Micky Jagtiani ,3.3,70,India,78.96288,20.593684,retail,Fashion & Retail 
913,H. Fisk Johnson ,3.3,63,United States of America,-95.712891,37.09024,cleaning products,Manufacturing 
913,S. Curtis Johnson ,3.3,66,United States of America,-95.712891,37.09024,cleaning products,Manufacturing 
913,Helen Johnson-Leipold ,3.3,65,United States of America,-95.712891,37.09024,cleaning products,Manufacturing 
913,Miguel Krigsner ,3.3,72,Brazil,-51.92528,-14.235004,cosmetics,Fashion & Retail 
913,Li Jianquan & family ,3.3,65,Hong Kong,114.109497,22.396428,consumer products,Healthcare 
913,Lin Ming-hsiung ,3.3,72,Taiwan,120.960515,23.69781,supermarkets,Fashion & Retail 
913,Winifred J. Marquart ,3.3,62,United States of America,-95.712891,37.09024,cleaning products,Manufacturing 
913,Kiran Mazumdar-Shaw ,3.3,69,India,78.96288,20.593684,biopharmaceuticals,Healthcare 
913,Patrice Motsepe ,3.3,60,South Africa,22.937506,-30.559482,mining,Metals & Mining 
913,Alfred Oetker ,3.3,55,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
913,Carl Ferdinand Oetker ,3.3,49,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
913,Julia Oetker ,3.3,43,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
913,Or Wai Sheun ,3.3,70,Hong Kong,114.109497,22.396428,real estate,Real Estate 
913,Jay Paul ,3.3,74,United States of America,-95.712891,37.09024,real estate,Real Estate 
913,Horst Paulmann & family ,3.3,87,Chile,-71.542969,-35.675147,retail,Fashion & Retail 
913,Theodore Rachmat ,3.3,78,Indonesia,113.921327,-0.789275,diversified,Diversified 
913,John Sall ,3.3,74,United States of America,-95.712891,37.09024,software,Technology 
913,Stefan von Holtzbrinck ,3.3,58,Germany,10.451526,51.165691,publishing,Media & Entertainment 
913,Nusli Wadia ,3.3,78,India,78.96288,20.593684,consumer goods,Food & Beverage 
913,Steve Wynn ,3.3,80,United States of America,-95.712891,37.09024,"casinos, hotels",Gambling & Casinos 
913,Yang Weidong & family ,3.3,53,China,104.195397,35.86166,chemicals,Manufacturing 
913,Barry Zekelman ,3.3,55,Canada,-106.346771,56.130366,steel,Manufacturing 
913,Zhang Shilong & family ,3.3,56,China,104.195397,35.86166,semiconductor,Technology 
913,Zhong Ruonong & family ,3.3,59,China,104.195397,35.86166,electronics,Manufacturing 
951,Cameron Adams ,3.2,42,Australia,133.775136,-25.274398,software,Technology 
951,Dongchen Cai ,3.2,69,China,104.195397,35.86166,pharmaceuticals,Healthcare 
951,Vanich Chaiyawan ,3.2,90,Thailand,100.992541,15.870032,"insurance, beverages",Finance & Investments 
951,Andrew & Peggy Cherng ,3.2,64,United States of America,-95.712891,37.09024,restaurants,Food & Beverage 
951,James Clark ,3.2,78,United States of America,-95.712891,37.09024,"Netscape, investments",Technology 
951,Jack Cowin ,3.2,79,Australia,133.775136,-25.274398,fast food,Food & Beverage 
951,Giuseppe Crippa & family ,3.2,86,Italy,12.56738,41.87194,microchip testing,Manufacturing 
951,Sergei Galitsky ,3.2,54,Russia,105.318756,61.52401,retail,Fashion & Retail 
951,"Ernest Garcia, III ",3.2,39,United States of America,-95.712891,37.09024,used cars,Automotive 
951,Peter Gilgan ,3.2,71,Canada,-106.346771,56.130366,homebuilding,Construction & Engineering 
951,Joseph Grendys ,3.2,60,United States of America,-95.712891,37.09024,poultry processing,Food & Beverage 
951,Thomas Hagen ,3.2,86,United States of America,-95.712891,37.09024,insurance,Finance & Investments 
951,"Robert Hale, Jr. ",3.2,55,United States of America,-95.712891,37.09024,telecom,Telecom 
951,Michael Hintze ,3.2,68,Australia,133.775136,-25.274398,investment,Finance & Investments 
951,Pansy Ho ,3.2,59,Hong Kong,114.109497,22.396428,casinos,Gambling & Casinos 
951,Alan Howard ,3.2,58,United Kingdom,-3.435973,55.378051,hedge funds,Finance & Investments 
951,Kei Hoi Pang ,3.2,56,China,104.195397,35.86166,real estate,Real Estate 
951,Rudy Ma ,3.2,81,Taiwan,120.960515,23.69781,finance,Finance & Investments 
951,Najib Mikati ,3.2,66,Lebanon,35.862285,33.854721,telecom,Telecom 
951,Taha Mikati ,3.2,77,Lebanon,35.862285,33.854721,telecom,Telecom 
951,Gail Miller ,3.2,78,United States of America,-95.712891,37.09024,car dealerships,Automotive 
951,Vikas Oberoi ,3.2,51,India,78.96288,20.593684,real estate,Real Estate 
951,"H. Ross Perot, Jr. ",3.2,63,United States of America,-95.712891,37.09024,real estate,Real Estate 
951,Candido Pinheiro Koren de Lima ,3.2,75,Brazil,-51.92528,-14.235004,"hospitals, health insurance",Healthcare 
